lease_bf_plaza_clean.plazaid,lease_bf_plaza_clean.companyid,lease_bf_plaza_clean.plazacode,lease_bf_plaza_clean.plazaname,lease_bf_plaza_clean.shortname,lease_bf_plaza_clean.operationcenterid,lease_bf_plaza_clean.operationcenter,lease_bf_plaza_clean.regionalcompanyid,lease_bf_plaza_clean.regionalcompany,lease_bf_plaza_clean.plazatype,lease_bf_plaza_clean.opendate,lease_bf_plaza_clean.provinceid,lease_bf_plaza_clean.cityid,lease_bf_plaza_clean.countyid,lease_bf_plaza_clean.plazaadress,lease_bf_plaza_clean.ownercompanyid,lease_bf_plaza_clean.businesscompanyid,lease_bf_plaza_clean.propertycompanyid,lease_bf_plaza_clean.plazalevel,lease_bf_plaza_clean.plazaclass,lease_bf_plaza_clean.assettype,lease_bf_plaza_clean.classification,lease_bf_plaza_clean.areaofbuildingtotal,lease_bf_plaza_clean.businessareaofbuilding,lease_bf_plaza_clean.areaofsupporting,lease_bf_plaza_clean.floorovergroundcount,lease_bf_plaza_clean.floorundergroundcount,lease_bf_plaza_clean.parkcount,lease_bf_plaza_clean.mapscalelocationx,lease_bf_plaza_clean.mapscalelocationy,lease_bf_plaza_clean.innerpedestrianarea,lease_bf_plaza_clean.mainarea,lease_bf_plaza_clean.secmainarea,lease_bf_plaza_clean.outdoorarea,lease_bf_plaza_clean.firstmainarea,lease_bf_plaza_clean.firstsecmainarea,lease_bf_plaza_clean.firstotherarea,lease_bf_plaza_clean.firstoutdoorarea,lease_bf_plaza_clean.firstofficebuildingarea,lease_bf_plaza_clean.firstbarstreetarea,lease_bf_plaza_clean.isvalid,lease_bf_plaza_clean.recordstatus,lease_bf_plaza_clean.createuserid,lease_bf_plaza_clean.createdate,lease_bf_plaza_clean.modifyuserid,lease_bf_plaza_clean.modifydate,lease_bf_plaza_clean.fromtable,lease_bf_plaza_clean.fromrecordid,lease_bf_plaza_clean.firstmaininnerarea,lease_bf_plaza_clean.firstmainrentarea,lease_bf_plaza_clean.firstsecmaininnerarea,lease_bf_plaza_clean.firstsecmainrentarea,lease_bf_plaza_clean.firstotherinnerarea,lease_bf_plaza_clean.firstotherrentrentarea,lease_bf_plaza_clean.firstoutdoorinnerarea,lease_bf_plaza_clean.firstoutdoorrentarea,lease_bf_plaza_clean.firstofficebuildinginnerarea,lease_bf_plaza_clean.firstofficebuildingrentarea,lease_bf_plaza_clean.firstbarstreetrentarea,lease_bf_plaza_clean.firstbarstreetinnerarea,lease_bf_plaza_clean.assetareaamt,lease_bf_plaza_clean.upareaofbuilding,lease_bf_plaza_clean.downareaofbuilding,lease_bf_plaza_clean.adscount,lease_bf_plaza_clean.datafrominfo,lease_bf_plaza_clean.frominfo,lease_bf_plaza_clean.workflowstatus,lease_bf_plaza_clean.plazaposition
1001105,5479,XT,湘潭万达广场,湖南湘潭,5395,中南运营中心,5509,长沙区域商管公司,BUSINESSCENTER,2016-06-10 00:00:00.0,31,189,2092,,2917,3060,3060,2B,2B,DEVELOPMENT,C类,158964.5,97788.96,61175.54,5,2,1195,97754.95,70143.79,,,,,35049.75,3490.51,58327.61,887.08,,,,ACTIVE,1,2015-10-26 14:48:48.305186,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001105,,,,,,,,,,,,,,148669.26,10295.24,86,租赁系统,,APPROVED,城市-全客层-购物中心
1001106,5480,TZJK,台州经开万达广场,台州经开,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2016-06-17 00:00:00.0,17,370,,,2925,3096,3096,3A,3A,DEVELOPMENT,C类,156910,88160.58,68749.42,5,1,1148,88012,65176.32,,,,,39697,3525,43732,0,,,,ACTIVE,1,2015-10-26 14:49:20.239,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001106,,,,,,,,,,,,,,146952,9958,41,租赁系统,,APPROVED,城市-全客层-购物中心
1001107,5478,ZY,资阳万达广场,四川资阳,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2016-06-17 00:00:00.0,22,329,,,2836,3130,3130,3A,3A,DEVELOPMENT,D类,132001,86979.51,45021.49,5,1,691,86975.45,64992.67,,,,,36406.6,4640.89,45166.75,761.21,,,,ACTIVE,1,2015-10-26 14:49:50.129175,1,2018-06-04 23:14:58.0,BF_PLAZA,1001107,31951.64,36406.6,4007.16,4640.89,23376.49,23376.49,568.69,568.69,,,,,,121782.3,10218.7,86,,,APPROVED,
1001109,5471,WH,乌海万达广场,内蒙古乌海,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2016-06-25 00:00:00.0,43,250,1104,,2738,2936,2936,3C,3C,DEVELOPMENT,C类,155100,89562.3,65537.7,5,1,1193,89586.97,69496.96,,,,,46500,0,39607.08,302.85,,,,ACTIVE,1,2015-10-26 14:54:46.378872,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001109,,,,,,,,,,,,,,144597.06,10502.94,26,租赁系统,,APPROVED,城市-全客层-购物中心
1001110,5424,GDZJ,广东湛江万达广场,广东湛江,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2016-06-25 00:00:00.0,18,96,,广东省湛江市开发区海滨大道中128号万达广场,2882,2941,2941,3A,3A,DEVELOPMENT,B类,151700,92061.34,59638.66,5,1,832,92061.34,66094.6,,,,,37154.27,6352.24,48554.83,0,,,,ACTIVE,1,2015-10-26 14:55:09.404914,49192,2018-06-04 23:14:58.0,BF_PLAZA,1001110,,,,,,,,,,,,,,141791.22,9908.78,84,租赁系统,,APPROVED,
1001111,5472,SP,四平万达广场,吉林四平,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2016-07-01 00:00:00.0,25,203,,,2749,3014,3014,3B,3B,DEVELOPMENT,D类,114300,87516,26784,5,1,493,87516,58190.33,,,,,28605.05,4069.95,54275,566,,,,ACTIVE,1,2015-10-26 14:55:44.053181,1,2018-06-04 23:14:58.0,BF_PLAZA,1001111,26785.91,28605.05,3721.59,4069.95,24949.33,24949.33,566,566,,,,,,104088.1,10211.9,54,,,APPROVED,
1001113,5435,MDJ,牡丹江万达广场,牡丹江,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2016-07-22 00:00:00.0,26,165,,,3013,3133,3133,3B,3B,DEVELOPMENT,D类,132835.73,87050.73,45785,5,1,743,87050.73,58845.49,,,,,39800,0,55432.96,842,,,,ACTIVE,1,2015-10-26 14:56:37.172202,1,2018-06-04 23:14:58.0,BF_PLAZA,1001113,0,38950,0,0,27231.94,27231.94,842,842,,,,,,124508.19,8327.54,114,,,APPROVED,
1001831,5574,KFWD,开封万达广场,,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2018-09-28 00:00:00.0,23,159,1826,,6194,6194,6194,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:40:18.308067,49884,2018-05-15 15:13:04.532394,BF_PLAZA,1001831,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001832,5602,HN,淮南万达广场,,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2018-09-07 00:00:00.0,28,62,1406,安徽省淮南市田家庵区,6163,6163,6163,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:41:33.829119,54493,2018-05-15 20:22:22.227885,BF_PLAZA,1001832,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001838,5596,NCQSH,南昌青山湖万达广场,,5395,中南运营中心,5321,南昌区域商管公司,BUSINESSCENTER,2018-12-21 00:00:00.0,33,227,1579,江西省南昌市青山湖区京东大道999号,5512,6233,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:22:04.730266,49884,2018-05-30 12:06:01.481778,BF_PLAZA,1001838,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-家庭-购物中心
1001784,5578,JJGc,晋江古厝,,5563,东南运营中心,5513,厦门区域商管公司,OTHER,2018-04-02 00:00:00.0,29,66,1531,,1071,1028,0,1A,,DEVELOPMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-07-26 18:15:05.879983,47403,2018-01-18 19:21:08.000722,BF_PLAZA,1001784,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,
1001818,5580,WLMQGXQ,乌鲁木齐高新区万达广场,,5565,西北运营中心,5510,乌鲁木齐区域商管公司,BUSINESSCENTER,2018-09-21 00:00:00.0,41,339,3181,乌鲁木齐高新区长春北路668号,5430,5999,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:26:23.671434,48845,2018-05-28 13:12:07.926723,BF_PLAZA,1001818,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-全客层-购物中心
1001884,5617,DQRHL,大庆让胡路万达广场,,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2018-12-23 00:00:00.0,26,167,1019,,0,0,0,1A,,COOPERATION,A类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2018-01-02 09:35:32.862089,49884,2018-01-02 09:35:45.732089,BF_PLAZA,1001884,0,0,0,0,0,0,0,0,,,,,,,,,,,APPROVED,
1001812,5600,HB,淮北万达广场,,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2018-09-28 00:00:00.0,28,63,1416,,5902,5887,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:18:09.766426,50111,2018-05-31 10:12:46.442602,BF_PLAZA,1001812,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001813,5572,SQSY,商丘睢阳万达广场,,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2018-07-06 00:00:00.0,23,148,1932,商丘市睢阳区归德路与北海路交叉口,4412,5907,5907,1B,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:19:48.043552,53514,2018-05-16 09:35:58.516818,BF_PLAZA,1001813,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001814,5575,WZ,吴忠万达广场,,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2018-06-15 00:00:00.0,39,261,3166,,5864,5864,5864,1C,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:20:47.19458,49884,2018-05-16 09:06:44.872312,BF_PLAZA,1001814,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001815,5604,SH,绥化万达广场,,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2018-09-30 00:00:00.0,26,161,1073,,6035,6035,0,1C,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:21:53.614697,49884,2018-05-15 15:14:19.152772,BF_PLAZA,1001815,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001816,5605,JMXH,江门新会万达广场,,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2018-08-24 00:00:00.0,18,107,2261,江门市新会区会城启超大道2号,5209,5993,5993,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:22:49.895528,57578,2018-05-28 19:22:56.367454,BF_PLAZA,1001816,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-家庭-购物中心
1001819,5581,CZ,长治万达广场,,5618,华中运营中心,5508,太原区域商管公司,BUSINESSCENTER,2018-09-22 00:00:00.0,21,296,,,6115,6115,6115,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:27:24.354656,49884,2018-05-15 15:12:26.360649,BF_PLAZA,1001819,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001820,5599,EEDS,鄂尔多斯万达广场,,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2019-09-30 00:00:00.0,43,257,,,0,0,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:28:22.853906,44841,2018-01-24 10:24:41.834459,BF_PLAZA,1001820,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,
1001833,5570,ZQSPB,重庆沙坪坝万达广场,,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2018-11-30 00:00:00.0,16,384,468,重庆市沙坪坝区小杨公桥168号附19号18-4,6260,6189,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:42:46.760522,49884,2018-05-16 15:50:39.165612,BF_PLAZA,1001833,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-全客层-购物中心
1001837,5590,YL,玉林万达广场,,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2019-06-28 00:00:00.0,38,112,,,0,0,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:20:53.561698,49884,2018-01-04 14:30:05.834456,BF_PLAZA,1001837,0,0,0,0,0,0,0,0,,,,,,,,,,,APPROVED,
1001843,5606,GZXT,广州新塘万达广场,,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2018-12-28 00:00:00.0,18,103,,,6195,6195,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:34:14.902308,49884,2018-05-16 08:47:18.308526,BF_PLAZA,1001843,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-家庭-购物中心
1001844,5597,YX,玉溪万达广场,,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2019-12-27 00:00:00.0,35,358,,,0,0,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:35:18.379929,49884,2017-12-26 15:51:46.322195,BF_PLAZA,1001844,0,0,0,0,0,0,0,0,,,,,,,,,,,APPROVED,
1001846,5591,GG,贵港万达广场,,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2018-12-29 00:00:00.0,38,119,,,5948,6244,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:37:52.027283,49884,2018-05-24 13:56:32.544244,BF_PLAZA,1001846,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001864,5615,QDDFYDJBJ,青岛东方影都酒吧街,,5503,华北运营中心,5506,青岛区域商管公司,BARSTREET,2018-04-28 00:00:00.0,27,275,,,0,0,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-09-29 13:31:36.845326,49884,2017-09-29 13:32:19.452778,BF_PLAZA,1001864,0,0,0,0,0,0,0,0,,,,,,,,,,,APPROVED,
1001817,5610,MS,眉山万达广场,,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2018-07-27 00:00:00.0,22,314,2572,,5172,6033,0,1B,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:25:17.450283,49884,2018-05-15 10:49:12.294093,BF_PLAZA,1001817,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001822,5607,FJNP,福建南平万达广场,,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2018-12-01 00:00:00.0,29,70,1553,,3179,5969,5969,1C,,DIRECTINVESTMENT,A类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:31:20.257626,49884,2018-05-17 11:27:42.042468,BF_PLAZA,1001822,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001823,5576,WW,武威万达广场,,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2018-10-19 00:00:00.0,37,77,3050,武威市凉州区,5429,6117,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:32:15.544381,49884,2018-05-16 14:45:27.191709,BF_PLAZA,1001823,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001829,5587,HZ,菏泽万达广场,,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2018-11-16 00:00:00.0,27,285,1804,菏泽市中山路96号,6161,6161,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:38:34.535002,47612,2018-06-01 08:41:19.628714,BF_PLAZA,1001829,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001835,5588,TZTX,泰州泰兴万达广场,,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2018-10-26 00:00:00.0,19,214,1251,,6158,6158,0,1A,,COOPERATION,A类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:46:19.189807,45817,2018-05-23 17:54:36.707257,BF_PLAZA,1001835,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001836,5612,YB,宜宾万达广场,,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2018-12-21 00:00:00.0,22,317,,,5849,6245,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:49:02.462547,49884,2018-05-15 17:31:26.535309,BF_PLAZA,1001836,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001839,5614,YL,榆林万达广场,,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2018-12-22 00:00:00.0,36,306,,,5909,6134,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:23:35.804818,51920,2018-05-24 19:56:35.7374,BF_PLAZA,1001839,,,,,,,,,,,,,,,,,租赁系统,,CHANGEINFOWATING,城市-全客层-购物中心
1001785,5577,YA,延安万达广场,陕西延安,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2018-02-09 00:00:00.0,36,305,2972,,5957,5957,0,3B,3B,COOPERATION,,76849.86,57171.25,19678.61,10,3,327,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-07-26 18:29:10.256409,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001785,,,,,,,,,,,,,,68003.01,8846.85,89,租赁系统,,APPROVED,城市-全客层-购物中心
1001804,5571,HBQB,鹤壁淇滨万达广场,,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2018-06-22 00:00:00.0,23,157,1870,,3651,4760,4760,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 09:44:37.468129,49884,2018-05-15 14:26:35.888351,BF_PLAZA,1001804,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001805,5579,NBFH,宁波奉化万达广场,宁波奉化,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2018-05-26 00:00:00.0,17,371,1316,,5407,5407,0,1A,2C,COOPERATION,,104068,88172,15896,10,0,236,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 09:50:11.610954,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001805,,,,,,,,,,,,,,104068,0,95,租赁系统,,APPROVED,城市-全客层-购物中心
1001811,5583,FX,阜新万达广场,,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2018-08-10 00:00:00.0,24,245,872,,3629,4896,4896,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:16:59.143868,49884,2018-05-15 16:21:09.776874,BF_PLAZA,1001811,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001826,5613,XT,邢台万达广场,,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2018-11-02 00:00:00.0,20,135,568,邢台市桥东区开元北路与泉南大街交口,5349,6108,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:35:15.679253,49884,2018-05-16 14:24:53.823761,BF_PLAZA,1001826,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001828,5584,BX,本溪万达广场,,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2018-12-21 00:00:00.0,24,240,,,6113,6113,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:37:39.372695,49884,2018-05-21 16:53:46.501401,BF_PLAZA,1001828,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001830,5582,YC,运城万达广场,,5618,华中运营中心,5508,太原区域商管公司,BUSINESSCENTER,2018-12-28 00:00:00.0,21,295,,,5408,6177,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:39:26.889478,49884,2018-05-16 09:33:41.859583,BF_PLAZA,1001830,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001834,5593,JSSQ,江苏宿迁万达广场,,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2018-12-07 00:00:00.0,19,213,,,5409,749,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:43:47.976099,49884,2018-05-17 10:24:46.211149,BF_PLAZA,1001834,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001840,5594,NJLS,南京溧水万达广场,,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2018-09-28 00:00:00.0,19,220,1198,,4938,6246,6246,1A,,DEVELOPMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:24:37.925212,49884,2018-05-15 13:37:01.11307,BF_PLAZA,1001840,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001841,5608,QZXGY,泉州星光耀万达广场,,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2018-12-22 00:00:00.0,29,66,1528,,6247,6247,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:26:25.816887,58673,2018-04-23 22:22:01.359138,BF_PLAZA,1001841,,,,,,,,,,,,,,,,,租赁系统,,REJECTED,
1001842,5595,ZJG,张家港万达广场,,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2018-12-28 00:00:00.0,19,212,1291,,6151,6151,0,1A,,COOPERATION,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:32:25.747009,49884,2018-05-15 18:13:16.115711,BF_PLAZA,1001842,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-家庭-购物中心
1001806,5586,DYDC,东营东城万达广场,,5503,华北运营中心,5315,济南区域商管公司,BUSINESSCENTER,2018-07-12 00:00:00.0,27,284,1710,,4610,5889,5889,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:01:26.495533,49884,2018-05-16 08:58:18.950701,BF_PLAZA,1001806,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-家庭-购物中心
1001809,5592,NJXLWDM,南京仙林万达茂,南京仙林万达茂,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2018-06-01 00:00:00.0,19,220,,,3176,6370,5876,1A,2,DIRECTINVESTMENT,,263943.12,107807.34,156135.78,12,1,4069,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:13:26.246574,57048,2018-06-04 23:14:58.0,BF_PLAZA,1001809,,,,,,,,,,,,,,254134.61,9808.51,85,租赁系统,,APPROVED,区域-家庭-购物中心
1001810,5598,BTJY,包头九原万达广场,,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2018-08-17 00:00:00.0,43,254,1098,内蒙古自治区包头市九原区沙河镇车管所以北210国道以东,4211,5995,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:15:35.635462,51791,2018-05-16 15:38:40.684768,BF_PLAZA,1001810,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-家庭-购物中心
1001825,5611,CDLQY,成都龙泉驿万达广场,,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2018-10-26 00:00:00.0,22,323,2455,四川省成都市龙泉驿区龙泉街道公园路125号,5410,6131,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:34:09.409603,49979,2018-05-30 16:45:40.163667,BF_PLAZA,1001825,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001827,5601,HFCH,合肥巢湖万达广场,,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2018-11-02 00:00:00.0,28,60,,,5348,6110,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 10:36:45.614406,49884,2018-05-15 11:41:09.261306,BF_PLAZA,1001827,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001845,5589,WFSG,潍坊寿光万达广场,,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2018-12-29 00:00:00.0,27,278,1721,,3583,4487,0,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-08-02 11:36:19.751509,49884,2018-05-16 14:50:43.46641,BF_PLAZA,1001845,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001885,5616,QZAX,泉州安溪万达广场,,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2018-12-28 00:00:00.0,29,66,1535,,3063,3198,0,1A,,DEVELOPMENT,A类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2018-01-02 09:36:36.104489,49884,2018-05-16 14:50:18.798666,BF_PLAZA,1001885,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1002006,5620,ZQTL,重庆铜梁,,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2018-12-31 00:00:00.0,16,384,,重庆市,6631,6631,,,,COOPERATION,,,,,,,,,,,,,,,,,,,,,ACTIVE,49884,2018-03-27 09:49:28.046438,49884,2018-05-15 18:10:58.752388,BS_PLAZA,,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-全客层-购物中心
1002026,5622,CZ,滁州万达广场,,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2019-12-06 00:00:00.0,30,179,,湖北省武汉市,,,,,,DIRECTINVESTMENT,,,,,,,,,,,,,,,,,,,,,ACTIVE,49884,2018-04-11 11:27:16.206787,49884,2018-04-11 12:57:55.798398,BS_PLAZA,,,,,,,,,,,,,,,,,,租赁系统,,,
